948245033123303424,bUSER_MENTION USER_MENTION we see an double top with xlm with overbought rsi right now seems like the correction URL,0
948245002077048832,b5 min rsi,0
948245000227352576,b USER_MENTION if does not reach its current price in weeks i will give to one,0
948244990710505472,bUSER_MENTION USER_MENTION xlm is a sure thing trx is a good project that will be great if it succeeds but as if URL,1
948244984926367744,bitcoin swings with up to leverage at bitmex a fee discount here URL,1
948245090841088000,b USER_MENTION something interesting USER_MENTION is following USER_MENTION twitter binance has been,1
948245393803968512,bitcoin swings with up to leverage at bitmex a fee discount here URL,1
948245378956013568,bnew colourful metalens opens up possibilities for ar and vr looks like snowcrash glasses tech is being worked URL,1
948245361302360064,byunie looking for a bounce here on the,1
948245330784636929,b USER_MENTION stellar is now available for trading happy USER_MENTION is an open source crossborder,1
948245310240886790,your trading to the crypto exchange today a discount on URL,1
948245286241136640,bthat sudden drop though it quickly recovered to the moon URL,1
948245198320087040,b USER_MENTION mmh juicy market today looks like every single coin i invested in is paying off wanna learn more about crypto or need,1
948245400628076544,b USER_MENTION you guessed it another will be giving one thousand to one lucky follower this you,1
948245476289187840,b USER_MENTION stellar is now available for trading happy USER_MENTION is an open source crossborder,1
948245417384464392,b USER_MENTION if does not reach its current price in weeks i will give to one,0
948245611547168768,b USER_MENTION nxc has potential to to now and hold till january big news for it,1
948245597043200002,b USER_MENTION going to fork buy some URL,1
948245582665023488,b USER_MENTION to celebrate of what will bring us i bring to you my tips for digital currencies this year biggest winners coming,1
948245793965666306,bbeen hella green this week now i just need my iota to start running again so i can start planning my URL,1
948245739699933184,b USER_MENTION stellar is now available for trading happy USER_MENTION is an open source crossborder,1
948245726437478400,blooking oh so beautiful to the moon we go URL,1
948245990548656129,blooks like xlm is goong to take off,1
948245949297520641,your trading to the crypto exchange today a discount on URL,1
948245932381847552,b USER_MENTION the real flippening,1
948246019774582784,b USER_MENTION update from entry point the rocket was there for a reason.i hope you took it bang bang URL,1
948246102612107264,b USER_MENTION yunie looking for a bounce here on the,1
948246077811118081,b USER_MENTION stellar is now available for trading happy USER_MENTION is an open source crossborder,1
948246039965982722,b USER_MENTION about to hit dont say you werent told eng enigma cryptocurrency crypto cryptocoins btc eth ltc xrp xvg,1
948246162431205376,b btc xrp eth bch ltc xmr xvg ada eos xmr etc zec neo omg btg xlm edo san down URL,0
948246231645655040,b USER_MENTION you guessed it another will be giving one thousand to one lucky follower this you,1
948246456309309440,bany update when there will be a dip coming trx xlm ada,0
948246411082117120,bUSER_MENTION pls URL,0
948246558989889536,b USER_MENTION yunie looking for a bounce here on the,1
948246522302533632,bwtf is happening to ripple millions of dollars getting dumped anybody tell what is URL,0
948246576006184960,b USER_MENTION stellar is now available for trading happy USER_MENTION is an open source crossborder,1
948246628430958592,any of you listened to my whale calls and held youd nearly your portfolio in less than a URL,1
948246589415608320,bbittrex signals join URL URL,1
948246776867360768,bitcoin swings with up to leverage at bitmex a fee discount here URL,1
948246889258016768,b airdrop free ezt ico price URL URL,1
948246819045175296,bnew advisor peter moricz interviewed by USER_MENTION USER_MENTION cryptocurrency mfg tokensale URL,1
